epoch,lr,train_loss,loss_cls,loss_bbox,loss_giou,loss_dfl,val_loss,val_mAP50,val_mAP5095,val_AP_small,val_AP_medium,val_AP_large,val_precision,val_recall,AP_crack_longitudinal,AP_crack_transverse,AP_crack_alligator,AP_pothole,AP_crack_structural,AP_litter,AP_manhole_damaged,AP_manhole_missing,epoch_time_s,peak_vram_gb
1,3.335665966876604e-05,6.018694320926565,0.11581582700501782,0.05255345545301222,0.24669763880286763,0.0,8.275531409692288,0.43026094571243995,0.23523228749246874,0.019332542441710874,0.18554322552703556,0.3044784478691259,0.5449260089045305,0.8064999209301005,0.09994689067558207,0.07702661435990464,0.2685091537341853,0.082726393529096,0.15488105459907198,0.28747563197335735,0.5689049900998482,0.34238757096870437,2604.3,4.149
2,6.668999300209937e-05,6.494764325230628,0.11967473514481107,0.05832074345795684,0.27137195103121986,0.0,8.478412764979689,0.41236164321277025,0.22398932143967967,0.014141673721562567,0.1648653694904102,0.2916207143689987,0.5360631705700215,0.7657417043308212,0.08663071378837572,0.053613493882067285,0.2590879552932904,0.08294478847574517,0.1488243599821341,0.26435103948440336,0.5773291776903826,0.31913304292103856,2459.0,4.148
3,0.0001,7.112272511686636,0.13431084883619412,0.0646582359183519,0.29530820973805244,0.0,8.747898829994739,0.37955948217821317,0.20027616786486155,0.00985077387607565,0.14461714389076374,0.2620462821276559,0.5019152955263555,0.7702150389234668,0.05937684067702215,0.03897144048314583,0.23099339792933157,0.06411132691125272,0.12869814429714063,0.23631916066172517,0.5245529012580624,0.31918613070121166,2323.9,4.148
4,9.982167568285506e-05,7.569549033452834,0.14988342144547148,0.06867225402638705,0.310106805245688,0.0,8.525354096497868,0.3692501210041849,0.20309247715038647,0.00979917566112058,0.1305728162862854,0.26790462984592234,0.4912070467352647,0.759490033755134,0.06492853530949676,0.036302978139723066,0.25320581494717775,0.05728181783582388,0.12899702742399463,0.21398398347510894,0.542801978703635,0.3272376813681317,2278.4,4.148
5,9.928798756221157e-05,7.640720849961319,0.15057949421530092,0.06904643452101568,0.31147894754846844,0.0,8.541191073322384,0.38456732928568166,0.20595028568424284,0.013420744718615452,0.18141247923932696,0.2693082195353295,0.49852379897179433,0.7655362033651592,0.08702118036682589,0.039763899302937465,0.2555412970872347,0.0690151935788459,0.12954990298726915,0.23702225664207133,0.563725873446151,0.26596268206260715,2270.8,4.148
6,9.84027808732082e-05,7.662251492392403,0.1501613962785541,0.06956991963743386,0.31401136045037753,0.0,8.257798894467543,0.4068515912929187,0.22176558749063097,0.016480680083360653,0.18714723445644804,0.2813268562935813,0.5287755886913368,0.780612533977155,0.08611603647471655,0.04993101103719989,0.2545812607349962,0.07846530835024144,0.14680722304333038,0.25640914867149733,0.5602582684849792,0.3415564431280866,2275.2,4.148
7,9.717243355032368e-05,7.617021175006263,0.14709094694425381,0.06895076295529366,0.31430100961198165,0.0,8.174640570311428,0.40339897072979336,0.22748192890364927,0.014909614355274008,0.19419889765246154,0.2956481131747661,0.5314563946958955,0.7876191575712058,0.09180851542946972,0.05133966235603641,0.2643533358869419,0.07471055701346313,0.15728692752732704,0.2689192526749711,0.5765230028029583,0.33491417753802655,2276.7,4.148
8,9.560581027421272e-05,7.614869143341752,0.1488405748563313,0.06890787686992979,0.31249274929357573,0.0,8.180611856530767,0.4151944116714568,0.23086533873297008,0.0197234842658772,0.20266562886397452,0.2948989203051285,0.5172297536301522,0.7891542253042918,0.09119541778411479,0.05532186091470817,0.27087902825579313,0.07806420755912878,0.1518318255696054,0.2747308518433717,0.5866427172847393,0.33825680065229946,2275.9,4.148
9,9.371419860147881e-05,7.54571936493689,0.1486561855222293,0.06830271669934398,0.3074570817780678,0.0,8.08859144918072,0.4163784898013857,0.23053107651774543,0.030609050160830768,0.1978840236547962,0.2971753901013062,0.546516372394934,0.7967849908532856,0.10026596669135324,0.06153661193351676,0.2708376402761677,0.08082965045905258,0.15060862081399753,0.27817185476449874,0.5589931559615535,0.34300511124182326,2276.4,4.148
10,9.15112276375702e-05,7.4776113152457375,0.14351652710632384,0.06765203830946184,0.309310716499169,0.0,8.04545413790255,0.4256041198875293,0.2368727677567971,0.018319922910211887,0.20705250789219146,0.30505435966381916,0.5411920834568088,0.7995910751542398,0.10556228217037361,0.05947289426316944,0.28266549047730577,0.08598577642343051,0.1535804583052002,0.29117552755038567,0.5703735265012965,0.3461661863632151,2274.9,4.148
11,8.901276983876276e-05,7.408806009447465,0.1435426339545467,0.0672030595957305,0.303950514821624,0.0,8.000545623353721,0.43302318448106436,0.24381175658169196,0.019778670001115797,0.19323488958766016,0.3145949621744401,0.5566204218123711,0.805448953710155,0.11250095421042233,0.05998440196910656,0.2918931750887803,0.08663707860436118,0.1586611665759593,0.2952653394879198,0.589335573845419,0.3562163628715674,2274.5,4.148
12,8.623682665074896e-05,7.305821108790296,0.13820217190776082,0.06643890981911539,0.30200065533082054,0.0,8.001581459058945,0.4344464590758101,0.2442820125716745,0.023957416161400756,0.21097627066634933,0.3144700853175215,0.5445201200786349,0.8088285136102834,0.11034170192344232,0.06390329191364504,0.2967749846059128,0.0889587864763527,0.1625042697745333,0.3018240411455459,0.5847936133073313,0.34515541142663286,2275.1,4.148
13,8.320339880780902e-05,7.2006493975259,0.13666374786596044,0.06500953165281584,0.2981776168626287,0.0,7.948920172223845,0.43743945764927755,0.24618662674349104,0.027472478468834112,0.21620817793494157,0.3167272974381917,0.5605485304790179,0.8058093898441208,0.11278193235534002,0.06605417881604696,0.29055254103652584,0.08958987174469327,0.16374870352336118,0.3037016548788248,0.5916094672483077,0.35145466434482886,2279.2,4.148
14,7.99343422270622e-05,7.21436350062999,0.134893185482841,0.06597198650126214,0.2993572186519002,0.0,7.970647613772672,0.44106263091684,0.24836534738930546,0.028707829403861178,0.22010039363938821,0.31841588046521524,0.578283038735633,0.8070462332388053,0.11590887677342185,0.06684324872803211,0.2939472741667728,0.09473704703615352,0.16558541642280236,0.3060162731105005,0.590527351123163,0.3533572917535976,2280.6,4.148
15,7.645321053608297e-05,7.08964133037957,0.13293439913794192,0.06426086126311438,0.2949369570159904,0.0,7.954320525460861,0.4464498626775122,0.25149769621376766,0.02928653287375225,0.22665211680331182,0.32280540425562015,0.564829586278414,0.8096807699777456,0.11376154983410082,0.0728556426967122,0.2943037802511634,0.09687293691545279,0.17019129261785898,0.31158202754292996,0.594054641714376,0.35835969813754714,2282.0,4.148
16,7.278508536847482e-05,7.051377330872317,0.13121023767749485,0.0640695058218242,0.2939004172138167,0.0,7.954639708669659,0.4482270780790065,0.2524242904806049,0.027495424294678272,0.22611718661849775,0.32417018115963137,0.5599462528189609,0.8103397785800758,0.11541689601434374,0.07382537026568561,0.29681071487729965,0.09910203040419892,0.17361628413540187,0.31489669338497395,0.5934731141260401,0.352253220636895,2285.5,4.148
17,6.895639565012529e-05,6.932533177016823,0.12887667226205696,0.06270460152400056,0.28899675477358017,0.0,7.955486369397791,0.45192982252851605,0.2544800666807528,0.028292874062345444,0.22890801209281525,0.32683040459668505,0.5781584412462721,0.8096758327691231,0.11700683991611388,0.07965222165565243,0.2988991000724769,0.10365732050053963,0.17738057632274015,0.3170196685296996,0.589246739907568,0.35297806654123154,2275.7,4.148
18,6.499472717818924e-05,6.7903083600854846,0.12383521836853481,0.06182131205403776,0.2842566713101697,0.0,7.960558574208576,0.4536529357385612,0.2567744609063139,0.028523492043120064,0.2256976403639705,0.3296317481569644,0.5765580220603924,0.8142223099562206,0.11861344635262464,0.07780900710259178,0.30039328912023633,0.1041779435360317,0.1803047111461081,0.32139224719241594,0.5951335915163996,0.356371451284103,2433.8,4.148
19,6.092862386478846e-05,6.633552496181239,0.11883147298413768,0.06046926275300322,0.27921310888213335,0.0,7.950592192570517,0.4569973874358315,0.2583682257769129,0.029976069374855793,0.22516393237379934,0.332897013050599,0.5608611581308969,0.8138118116138467,0.1207166376570497,0.0832562374671405,0.3010436512689704,0.10728038358573647,0.18016796649554853,0.3261512955398703,0.5951448945488313,0.3531847396521561,2500.6,4.148
